"city","id","host_is_superhost","host_since","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","maximum_nights","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","cancellation_policy","reviews_per_month","gdp","text","word_count","sd","ave_sentiment","doc_id","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","X"
"New York",14242091,TRUE,2012-09-30,2,TRUE,FALSE,"Hudson Square",TRUE,"Condominium","Private room",1,1,1,1,"Real Bed",76,1,0,2,60,TRUE,42,98,10,"moderate",2.18,65877818,"we have one large quiet bedroom available in a 3 bedroom loft apartment.  apartment is located in west soho,  at the crossroads of historic greenwich village and tribeca.  bedroom has a queen sized bed,  nightstand,  shelving,  mirror,  and closet.   the bathroom is large and shared with another guest.  i have my own bathroom.,wifi, air conditioning ,heating, smoke detector , carbon monoxide detector , fire extinguisher ,essentials,hangers, translation missing en.hostingamenity49 , translation missing en.hostingamenity50 .",73,0.240562408921519,0.0784017857362698,"doc24",7,5,2,2,3,5,0,37,4,0,3,0,20,0,0,6,0
"New York",3698088,FALSE,2014-08-17,1,TRUE,TRUE,"Williamsburg",FALSE,"House","Private room",1,1,1,1,"Real Bed",45,1,20,1,1125,TRUE,124,93,9,"moderate",5.44,65877818,"clean and cozy room ,  private access door ,  one block away from l train bedford stop.  easy to commute to manhattan. one stop away from mnhttn a lot of restaurant and art gallery ,  5 mins from pier.  hipster s place here s williamsburg.  a lot of restaurant around the place ,  next door totobys  estate cafe ,  one black from blue bottle coffee.  text,  phone or email l train bedford station is one block away from the place and we can also getting j m train 10mins by walking apple store and whole food market ,  equinox gym are 5 mins by walking,internet,wifi, air conditioning ,kitchen, paid parking off premises , free street parking ,heating,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , translation missing en.hostingamenity49 , translation missing en.hostingamenity50 , hot water , host greets you , paid parking on premises .",136,0.12818563727232,0.108377791066648,"doc25",15,11,5,4,5,4,0,69,10,3,2,2,31,1,0,8,0
"New York",31557717,FALSE,2011-10-01,1,TRUE,TRUE,"Lower East Side",TRUE,"Apartment","Entire home/apt",2,1,1,0,"Real Bed",150,2,50,7,21,TRUE,18,79,7,"moderate",0.26,65877818,"beautiful home away from home.  2 big bedroom windows overlooking the park receive lots of natural light.  10 minute walk to soho and other popular downtown destinations.   close to all major subway lines.  easily accommodates up to 2 people.  next to chinatown,  little italy,  soho,  nolita.  no smoking.  no pets.,tv,internet,wifi, air conditioning ,kitchen,heating,essentials.",55,0.13440021720337,0.174933470480388,"doc26",8,7,6,0,1,3,3,22,2,0,1,1,18,0,0,2,1
"New York",31914731,TRUE,2018-09-15,3,TRUE,FALSE,"Manhattan",FALSE,"Apartment","Private room",3,1,1,0,"Real Bed",145,2,50,1,1125,TRUE,2,100,10,"strict_14_with_grace_period",2,65877818,"enjoy traveling in style and convenience! located in the financial district,  this suite is in my 2 bedrooms apartment shared and is walking distance away from the new fulton center stop  with all the major subway lines  giving you easy access to the rest of the city.  great if visiting or staying longer for work.  safe 24hour doorman,  couples and solo guests are welcomed.  walking distance from wall st,  one world trade center,  south street seaport you will have your own private bath and bedroom with a queensized bed,  local acheat you can self adjust,  and full closet space with hangers.  free to use common spaces.  please remember you are sharing the home so be respectful of space and common areas.  guests are welcome to contact during stay for any assistance or restaurantbar recommendations for the area.   please do not smoke in apartment.   no pets allowed.   not shoes inside the apartment   turn off the acheater and lights when not at home.    the lights of the living area will b,tv,wifi, air conditioning ,elevator,heating,washer,dryer, smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , hot water .",199,0.274845190987162,0.278311131077418,"doc27",19,21,5,11,9,16,2,78,2,5,8,0,35,2,0,22,0
"Queens",17916482,FALSE,2017-12-12,1,TRUE,FALSE,"Richmond Hill",TRUE,"House","Entire home/apt",6,2,2,2,"Real Bed",140,1,0,7,7,TRUE,1,100,10,"moderate",0.34,25466516,"nice house . .  ozone park queens. .  3 blocks from a train.  phone number hidden by airbnb minutes to manhattan. .  shops a block away. .  cafes supermarket . .  makes this area easy. .  1 parking,  and internet,  tv. .  homely. .  no smoking,   clean environment. .   washing machine dryer.  garden. .  email email hidden by airbnb  good neighborhood  for commuting buses,  a train  lefferts,tv, cable tv , air conditioning ,kitchen,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector ,essentials,shampoo,hangers,iron, hot water ,microwave, coffee maker ,refrigerator,oven,stove, garden or backyard .",84,0.266591025440838,0.0404503101245101,"doc28",9,3,2,0,2,5,0,53,3,1,0,0,48,1,0,7,0
"New York",13177102,FALSE,2017-01-05,1,TRUE,TRUE,"Upper East Side",TRUE,"Apartment","Entire home/apt",8,2,3,4,"Real Bed",325,4,25,5,120,TRUE,60,94,9,"strict_14_with_grace_period",2.67,65877818,"one of a kind,  immense 3bed2 bath duplex loft ideally situated near central park in the picturesque upper east side region.  50m from metro in an exclusive area.  only 1 flight up.  all new renovation with stunning finishes.  2 fully renovated marble bathrooms with elephant shower heads.  no expense was spared.  large kitchen with all new cabinetry  appliances.  washer  dryer in unit for ultimate convenience and ease.  brand new furniture  bedding.  experience nyc in style with us in our huge loft.  our home is simply a one of a kind experience that is unmatched within the community.  the entire package as a whole is simply captivating.  light and energy pulses through our home from sunrise to sunset.  an all new renovated 3bedroom 2 bathroom oasis perfect for any getaway.  enjoy nyc in utmost class  convenience.  rest your head in our brand new home.  recently remodeled and redesigned with modern finishes throughout.  all new kitchen  brand new marble bathrooms.  please make sure to email  confi,tv, cable tv ,internet,wifi, air conditioning ,kitchen, buzzerwireless intercom ,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , translation missing en.hostingamenity50 , hot water , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove.",218,0.287095457891159,0.4197171097606,"doc29",29,24,10,4,5,16,1,97,9,1,7,1,51,1,1,16,2
"New York",19809320,FALSE,2016-06-26,1,TRUE,FALSE,"Soho",FALSE,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",185,2,30,3,10,TRUE,21,93,10,"strict_14_with_grace_period",2.52,65877818,"located on one of the best streets in soho,  the apartment is a 2 minute walk to soho shops,  restaurants,  bars and cafes.  500 feet from the nearest subway e at spring street which can take you to jfk 45 minute ride.  with exposed brick walls and plenty of natural light this true 1 bedroom is the quintessential soho experience.  please be aware that the apartment is on the 3rd floor of a walk up building,tv,wifi, air conditioning ,kitchen, free street parking ,heating, smoke detector , carbon monoxide detector ,essentials,shampoo, hair dryer , self checkin ,lockbox, hot water .",95,0.0804488389853595,0.0801018957364056,"doc30",9,11,0,5,2,9,1,48,5,1,3,0,21,1,0,4,0
"New York",22396012,FALSE,2015-05-04,1,TRUE,TRUE,"Upper East Side",TRUE,"Apartment","Private room",1,1,1,1,"Real Bed",83,1,10,5,35,TRUE,4,100,10,"moderate",1.62,65877818,"hi! my name is regina,  i live alone in this two bedroom apartment.  im happy to answer any questions and make accommodations for special requests.  the apartment has a warm,  modern feel to it and floortoceiling windows.  the room features a full sized bed with a memory foam mattress.  it is empty,  except for bedsheets,  2 pillows,  and some furniture.  because of the small  intimate layout of the apartment,  i only accept female guests.  just walking though the courtyard is like time travel.  built in 1911,  the cherokee building is a historical landmark and oneofakind.   the apt was renovated a few years ago and i keep it very clean.  one bedroom will be yours and i use the second bedroom.  the living room has a 3 seat couch that can be slept on if requested.  help yourself to coffee or tea! guests can come and go as they please.  i run an urban farm,  so i am not around much during the afternoons  weekends,  but i work from my room in the mornings.  located in a very safe area on the upper eas,tv,wifi, air conditioning ,kitchen, paid parking off premises , free street parking ,heating,washer,dryer, smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, self checkin ,keypad, hot water .",215,0.195680476834857,0.177976971276992,"doc31",17,20,9,12,9,23,2,78,5,2,17,0,45,3,0,22,0
"New York",34057268,FALSE,2018-07-22,1,TRUE,FALSE,"East Harlem",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",90,1,0,2,1125,TRUE,2,100,10,"strict_14_with_grace_period",0.18,65877818,"private bedroom,  in a spacious and clean apartment full of light.  the building has an elevator and is close to express trains 23 and 456,  15 min away from time square ,  laundromats and local hotspots like red rooster,  sylvias,  the shrine,  silvana,  chez lucienne and the brand new whole foods! perfect spot for a picnic with marcus garvey park right across the street.  perfect area for gospel and soul food.  the living room is very spacious with many windows and decorated with beautiful paintings made by my wife and i.  you can use the living room for breakfast only and you must clean after yourself.  no cooking allowed but you can store ready food in the fridge,  you can use the microwave,  and the boiler to make hot water.  shoes off in the apartment.  the neighborhood is a mix of african,  french and american cultures.  many chic restaurants,  pubs and clothing stores.  you must visit a gospel church on a sunday morning followed by a soul food restaurant.   the famous apollo theater is few blo,wifi,elevator, smoke detector ,essentials,hangers, hair dryer ,iron, private living room .",184,0.214126297175929,0.276576069986773,"doc32",28,20,4,9,13,20,0,67,3,1,9,1,31,0,0,12,0
"Queens",24099830,FALSE,2015-04-04,4,TRUE,FALSE,"Maspeth",TRUE,"Condominium","Entire home/apt",6,2,2,2,"Real Bed",235,3,30,3,1125,TRUE,2,100,10,"strict_14_with_grace_period",0.91,25466516,"this is a bright and airy second floor unit! you can rest assured that if you book the home there is plenty of room gas range cooking.  big fridge,  dishwasher,  plenty of seating.  convertible couch.  always fresh sheets upon your arrival.  open kitchen tv in the living room and master bedroom.  jet tub in main bathroom you have free and clear use of the entire floor.  i can be reached by cellphone, email,  carrier pigeon,  and through channeling gilbert godfrey.  i have never had one complaint about the safety and security here.  the home is located near major transportation hubs and route 495 a major highway.  the area is quite and very peaceful.  while being minutes away by foot to grand ave.  whether by taxi uber bus,  car,  bike.  we are truly not far from everything.  just hidden by airbnb grand ave and hamilton ave  maspeth as the cross streets.   we are are 5 mins away from two supermarkets this is a family neighborhood that is centrally located to shopping and moments from manhattan.,tv,wifi, air conditioning ,kitchen, hot tub ,heating, suitable for events , smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,keypad, private entrance , hot water , bed linens , extra pillows and blankets .",215,0.195677473049541,0.249641699342953,"doc33",23,20,12,13,10,11,1,92,5,0,13,0,45,4,0,11,2
